,begin_dateTime_mpt,asset_ID,block_price,offer_control
0,2023-01-01 00:00:00,CMH1,999.99,City of Medicine Hat
1,2023-01-01 00:00:00,EC01,490.01,ENMAX Cavalier LP
2,2023-01-01 00:00:00,CMH1,115.0,City of Medicine Hat
3,2023-01-01 00:00:00,CMH1,75.0,City of Medicine Hat
4,2023-01-01 00:00:00,CMH1,60.0,City of Medicine Hat
5,2023-01-01 00:00:00,CMH1,45.0,City of Medicine Hat
6,2023-01-01 00:00:00,CMH1,40.65,City of Medicine Hat
7,2023-01-01 00:00:00,EC01,39.09,ENMAX Cavalier LP
8,2023-01-01 00:00:00,EC01,0.0,ENMAX Cavalier LP
9,2023-01-01 00:00:00,FNG1,0.0,Powerex Corp.
10,2023-01-01 00:00:00,CMH1,0.0,City of Medicine Hat
11,2023-01-01 00:00:00,EGC1,0.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation
12,2023-01-01 01:00:00,CMH1,999.99,City of Medicine Hat
13,2023-01-01 01:00:00,EC01,490.01,ENMAX Cavalier LP
14,2023-01-01 01:00:00,CMH1,115.0,City of Medicine Hat
15,2023-01-01 01:00:00,CMH1,75.0,City of Medicine Hat
16,2023-01-01 01:00:00,CMH1,60.0,City of Medicine Hat
17,2023-01-01 01:00:00,CMH1,45.0,City of Medicine Hat
18,2023-01-01 01:00:00,CMH1,40.65,City of Medicine Hat
19,2023-01-01 01:00:00,EC01,39.09,ENMAX Cavalier LP
20,2023-01-01 01:00:00,EC01,0.0,ENMAX Cavalier LP
21,2023-01-01 01:00:00,FNG1,0.0,Powerex Corp.
22,2023-01-01 01:00:00,CMH1,0.0,City of Medicine Hat
23,2023-01-01 01:00:00,EGC1,0.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation
24,2023-01-01 02:00:00,CMH1,999.99,City of Medicine Hat
25,2023-01-01 02:00:00,EC01,490.01,ENMAX Cavalier LP
26,2023-01-01 02:00:00,CMH1,115.0,City of Medicine Hat
27,2023-01-01 02:00:00,CMH1,75.0,City of Medicine Hat
28,2023-01-01 02:00:00,CMH1,60.0,City of Medicine Hat
29,2023-01-01 02:00:00,CMH1,45.0,City of Medicine Hat
30,2023-01-01 02:00:00,CMH1,40.65,City of Medicine Hat
31,2023-01-01 02:00:00,EC01,39.09,ENMAX Cavalier LP
32,2023-01-01 02:00:00,EC01,0.0,ENMAX Cavalier LP
