Unnamed: 0.1,Unnamed: 0,begin_dateTime_mpt,asset_ID,block_number,block_price,offer_control,date
568122,568122,2023-04-06 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-06
568159,568159,2023-04-06 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-06
572124,572124,2023-04-06 16:00:00,EGC1,6,550.64,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-06
568289,568289,2023-04-06 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-04-06
568317,568317,2023-04-06 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-06
574073,574073,2023-04-07 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-04-07
574069,574069,2023-04-07 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-07
574351,574351,2023-04-07 01:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-07
574107,574107,2023-04-07 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-07
574232,574232,2023-04-07 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-04-07
574262,574262,2023-04-07 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-07
579984,579984,2023-04-08 00:00:00,CAL1,5,910.0,Calgary Energy Centre No. 2 Inc.,2023-04-08
579960,579960,2023-04-08 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-08
579993,579993,2023-04-08 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-08
579992,579992,2023-04-08 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-08
580122,580122,2023-04-08 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-04-08
580147,580147,2023-04-08 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-08
585747,585747,2023-04-09 00:00:00,CAL1,5,910.0,Calgary Energy Centre No. 2 Inc.,2023-04-09
585723,585723,2023-04-09 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-09
585762,585762,2023-04-09 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-09
585760,585760,2023-04-09 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-09
585890,585890,2023-04-09 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-04-09
585919,585919,2023-04-09 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-09
591619,591619,2023-04-10 00:00:00,CAL1,5,910.0,Calgary Energy Centre No. 2 Inc.,2023-04-10
591593,591593,2023-04-10 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-10
591629,591629,2023-04-10 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-10
591627,591627,2023-04-10 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-10
591761,591761,2023-04-10 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-04-10
591787,591787,2023-04-10 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-10
601096,601096,2023-04-11 15:00:00,CAL1,5,925.15,Calgary Energy Centre No. 2 Inc.,2023-04-11
597468,597468,2023-04-11 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-11
597501,597501,2023-04-11 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-11
597499,597499,2023-04-11 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-11
597632,597632,2023-04-11 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-04-11
597660,597660,2023-04-11 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-11
603277,603277,2023-04-12 00:00:00,CAL1,5,910.0,Calgary Energy Centre No. 2 Inc.,2023-04-12
603249,603249,2023-04-12 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-12
603293,603293,2023-04-12 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-12
603290,603290,2023-04-12 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-12
603414,603414,2023-04-12 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-04-12
603441,603441,2023-04-12 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-12
611853,611853,2023-04-13 11:00:00,CAL1,5,999.11,Calgary Energy Centre No. 2 Inc.,2023-04-13
609119,609119,2023-04-13 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-13
609167,609167,2023-04-13 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-13
609166,609166,2023-04-13 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-13
609289,609289,2023-04-13 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-04-13
609321,609321,2023-04-13 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-13
616754,616754,2023-04-14 07:00:00,CAL1,5,999.98,Calgary Energy Centre No. 2 Inc.,2023-04-14
615066,615066,2023-04-14 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-14
615113,615113,2023-04-14 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-14
615108,615108,2023-04-14 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-14
615259,615259,2023-04-14 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-14
623808,623808,2023-04-15 11:00:00,CAL1,5,999.98,Calgary Energy Centre No. 2 Inc.,2023-04-15
621043,621043,2023-04-15 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-15
621091,621091,2023-04-15 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-15
621087,621087,2023-04-15 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-15
621242,621242,2023-04-15 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-15
632322,632322,2023-04-16 21:00:00,CAL1,5,845.65,Calgary Energy Centre No. 2 Inc.,2023-04-16
627089,627089,2023-04-16 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-16
627134,627134,2023-04-16 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-16
627130,627130,2023-04-16 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-16
627279,627279,2023-04-16 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-16
638430,638430,2023-04-17 22:00:00,CAL1,5,845.65,Calgary Energy Centre No. 2 Inc.,2023-04-17
633025,633025,2023-04-17 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-17
633073,633073,2023-04-17 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-17
633068,633068,2023-04-17 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-17
633220,633220,2023-04-17 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-17
644047,644047,2023-04-18 22:00:00,CAL1,5,845.65,Calgary Energy Centre No. 2 Inc.,2023-04-18
638872,638872,2023-04-18 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-18
638923,638923,2023-04-18 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-18
644277,644277,2023-04-18 23:00:00,EGC1,6,632.17,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-18
639068,639068,2023-04-18 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-18
644476,644476,2023-04-19 00:00:00,CAL1,5,999.98,Calgary Energy Centre No. 2 Inc.,2023-04-19
644467,644467,2023-04-19 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-19
644506,644506,2023-04-19 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-19
644502,644502,2023-04-19 00:00:00,EGC1,6,567.89,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-19
644657,644657,2023-04-19 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-19
650172,650172,2023-04-20 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-04-20
650150,650150,2023-04-20 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-20
650186,650186,2023-04-20 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-20
650179,650179,2023-04-20 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-20
654793,654793,2023-04-20 20:00:00,NX01,6,999.99,Nexen Inc.,2023-04-20
661193,661193,2023-04-21 23:00:00,CAL1,5,889.0,Calgary Energy Centre No. 2 Inc.,2023-04-21
655729,655729,2023-04-21 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-21
655759,655759,2023-04-21 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-21
655755,655755,2023-04-21 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-21
655911,655911,2023-04-21 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-21
661425,661425,2023-04-22 00:00:00,CAL1,5,889.0,Calgary Energy Centre No. 2 Inc.,2023-04-22
661405,661405,2023-04-22 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-22
661435,661435,2023-04-22 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-22
661431,661431,2023-04-22 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-22
661592,661592,2023-04-22 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-22
667168,667168,2023-04-23 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-04-23
667143,667143,2023-04-23 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-23
667181,667181,2023-04-23 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-23
667174,667174,2023-04-23 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-23
667326,667326,2023-04-23 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-23
672926,672926,2023-04-24 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-04-24
675312,675312,2023-04-24 10:00:00,CMH1,6,999.0,City of Medicine Hat,2023-04-24
672939,672939,2023-04-24 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-24
672932,672932,2023-04-24 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-24
673092,673092,2023-04-24 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-24
678730,678730,2023-04-25 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-04-25
678703,678703,2023-04-25 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-25
678744,678744,2023-04-25 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-25
678737,678737,2023-04-25 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-25
678900,678900,2023-04-25 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-25
684583,684583,2023-04-26 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-04-26
684557,684557,2023-04-26 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-26
684594,684594,2023-04-26 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-26
684589,684589,2023-04-26 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-26
684743,684743,2023-04-26 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-26
693718,693718,2023-04-27 14:00:00,CAL1,5,999.98,Calgary Energy Centre No. 2 Inc.,2023-04-27
690317,690317,2023-04-27 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-27
690363,690363,2023-04-27 00:00:00,EC01,2,315.15,ENMAX Cavalier LP,2023-04-27
690353,690353,2023-04-27 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-27
690509,690509,2023-04-27 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-27
696138,696138,2023-04-28 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-04-28
696113,696113,2023-04-28 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-28
696144,696144,2023-04-28 00:00:00,EC01,2,750.15,ENMAX Cavalier LP,2023-04-28
696147,696147,2023-04-28 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-28
696304,696304,2023-04-28 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-28
702037,702037,2023-04-29 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-04-29
702010,702010,2023-04-29 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-29
702043,702043,2023-04-29 00:00:00,EC01,2,750.15,ENMAX Cavalier LP,2023-04-29
702046,702046,2023-04-29 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-29
702202,702202,2023-04-29 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-29
707933,707933,2023-04-30 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-04-30
707904,707904,2023-04-30 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-04-30
707939,707939,2023-04-30 00:00:00,EC01,2,750.15,ENMAX Cavalier LP,2023-04-30
707941,707941,2023-04-30 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-04-30
708094,708094,2023-04-30 00:00:00,NX01,0,0.0,Nexen Inc.,2023-04-30
713836,713836,2023-05-01 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-05-01
713810,713810,2023-05-01 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-01
713842,713842,2023-05-01 00:00:00,EC01,2,750.15,ENMAX Cavalier LP,2023-05-01
713844,713844,2023-05-01 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-01
716415,716415,2023-05-01 10:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-01
714007,714007,2023-05-01 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-01
719692,719692,2023-05-02 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-05-02
719663,719663,2023-05-02 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-02
719700,719700,2023-05-02 00:00:00,EC01,2,750.15,ENMAX Cavalier LP,2023-05-02
722848,722848,2023-05-02 13:00:00,EGC1,6,855.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-02
719826,719826,2023-05-02 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-02
719859,719859,2023-05-02 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-02
725495,725495,2023-05-03 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-05-03
725462,725462,2023-05-03 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-03
725499,725499,2023-05-03 00:00:00,EC01,2,750.15,ENMAX Cavalier LP,2023-05-03
725504,725504,2023-05-03 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-03
725635,725635,2023-05-03 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-03
725657,725657,2023-05-03 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-03
731369,731369,2023-05-04 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-05-04
731338,731338,2023-05-04 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-04
731370,731370,2023-05-04 00:00:00,EC01,2,750.15,ENMAX Cavalier LP,2023-05-04
731374,731374,2023-05-04 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-04
731938,731938,2023-05-04 02:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-04
731530,731530,2023-05-04 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-04
737247,737247,2023-05-05 00:00:00,CAL1,5,845.15,Calgary Energy Centre No. 2 Inc.,2023-05-05
737212,737212,2023-05-05 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-05
737248,737248,2023-05-05 00:00:00,EC01,2,750.15,ENMAX Cavalier LP,2023-05-05
737252,737252,2023-05-05 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-05
737337,737337,2023-05-05 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-05
737411,737411,2023-05-05 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-05
743154,743154,2023-05-06 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-06
743149,743149,2023-05-06 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-06
743156,743156,2023-05-06 00:00:00,EC01,4,999.97,ENMAX Cavalier LP,2023-05-06
743187,743187,2023-05-06 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-06
743270,743270,2023-05-06 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-06
743345,743345,2023-05-06 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-06
748847,748847,2023-05-07 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-07
748843,748843,2023-05-07 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-07
748850,748850,2023-05-07 00:00:00,EC01,3,999.96,ENMAX Cavalier LP,2023-05-07
748869,748869,2023-05-07 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-07
748950,748950,2023-05-07 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-07
749027,749027,2023-05-07 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-07
754524,754524,2023-05-08 00:00:00,CAL1,5,999.98,Calgary Energy Centre No. 2 Inc.,2023-05-08
755698,755698,2023-05-08 05:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-08
754526,754526,2023-05-08 00:00:00,EC01,3,999.96,ENMAX Cavalier LP,2023-05-08
754553,754553,2023-05-08 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-08
754634,754634,2023-05-08 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-08
754709,754709,2023-05-08 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-08
760391,760391,2023-05-09 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-09
760384,760384,2023-05-09 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-09
760398,760398,2023-05-09 00:00:00,EC01,2,999.95,ENMAX Cavalier LP,2023-05-09
764608,764608,2023-05-09 17:00:00,EGC1,6,680.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-09
760507,760507,2023-05-09 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-09
760585,760585,2023-05-09 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-09
766333,766333,2023-05-10 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-10
766328,766328,2023-05-10 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-10
766340,766340,2023-05-10 00:00:00,EC01,2,999.95,ENMAX Cavalier LP,2023-05-10
766364,766364,2023-05-10 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-10
766442,766442,2023-05-10 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-10
766522,766522,2023-05-10 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-10
772269,772269,2023-05-11 00:00:00,CAL1,5,999.98,Calgary Energy Centre No. 2 Inc.,2023-05-11
772262,772262,2023-05-11 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-11
772274,772274,2023-05-11 00:00:00,EC01,2,999.95,ENMAX Cavalier LP,2023-05-11
772297,772297,2023-05-11 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-11
772379,772379,2023-05-11 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-11
772458,772458,2023-05-11 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-11
778237,778237,2023-05-12 00:00:00,CAL1,5,999.98,Calgary Energy Centre No. 2 Inc.,2023-05-12
778282,778282,2023-05-12 00:00:00,CMH1,6,148.0,City of Medicine Hat,2023-05-12
778242,778242,2023-05-12 00:00:00,EC01,2,999.95,ENMAX Cavalier LP,2023-05-12
778271,778271,2023-05-12 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-12
778349,778349,2023-05-12 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-12
778418,778418,2023-05-12 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-12
784155,784155,2023-05-13 00:00:00,CAL1,5,999.98,Calgary Energy Centre No. 2 Inc.,2023-05-13
784148,784148,2023-05-13 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-13
784160,784160,2023-05-13 00:00:00,EC01,2,999.95,ENMAX Cavalier LP,2023-05-13
784430,784430,2023-05-13 01:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-13
784258,784258,2023-05-13 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-13
790093,790093,2023-05-14 00:00:00,CAL1,5,999.98,Calgary Energy Centre No. 2 Inc.,2023-05-14
790089,790089,2023-05-14 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-14
790098,790098,2023-05-14 00:00:00,EC01,2,999.95,ENMAX Cavalier LP,2023-05-14
790367,790367,2023-05-14 01:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-14
790205,790205,2023-05-14 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-14
801416,801416,2023-05-15 22:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-15
796041,796041,2023-05-15 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-15
796050,796050,2023-05-15 00:00:00,EC01,2,999.95,ENMAX Cavalier LP,2023-05-15
796321,796321,2023-05-15 01:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-15
796158,796158,2023-05-15 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-15
801881,801881,2023-05-16 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-16
801875,801875,2023-05-16 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-16
802138,802138,2023-05-16 01:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-16
801985,801985,2023-05-16 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-16
807880,807880,2023-05-17 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-17
807877,807877,2023-05-17 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-17
808161,808161,2023-05-17 01:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-17
807997,807997,2023-05-17 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-17
811096,811096,2023-05-17 12:00:00,NX01,0,0.0,Nexen Inc.,2023-05-17
814054,814054,2023-05-18 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-18
814052,814052,2023-05-18 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-18
814342,814342,2023-05-18 01:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-18
814170,814170,2023-05-18 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-18
814240,814240,2023-05-18 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-18
820140,820140,2023-05-19 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-19
820137,820137,2023-05-19 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-19
820419,820419,2023-05-19 01:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-19
822258,822258,2023-05-19 08:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-19
820323,820323,2023-05-19 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-19
826251,826251,2023-05-20 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-20
826249,826249,2023-05-20 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-20
826528,826528,2023-05-20 01:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-20
826607,826607,2023-05-20 01:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-20
826429,826429,2023-05-20 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-20
832287,832287,2023-05-21 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-21
832285,832285,2023-05-21 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-21
832550,832550,2023-05-21 01:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-21
832389,832389,2023-05-21 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-21
832466,832466,2023-05-21 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-21
838104,838104,2023-05-22 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-22
838101,838101,2023-05-22 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-22
838132,838132,2023-05-22 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-22
838204,838204,2023-05-22 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-22
838287,838287,2023-05-22 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-22
844072,844072,2023-05-23 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-23
844068,844068,2023-05-23 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-23
844104,844104,2023-05-23 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-23
844180,844180,2023-05-23 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-23
844261,844261,2023-05-23 00:00:00,NX01,0,0.0,Nexen Inc.,2023-05-23
849994,849994,2023-05-24 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-24
849993,849993,2023-05-24 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-24
850024,850024,2023-05-24 00:00:00,EGC1,6,650.0,Capital Power GP Holdings Inc.; ENMAX Energy Corporation,2023-05-24
850089,850089,2023-05-24 00:00:00,FNG1,0,0.0,Powerex Corp.,2023-05-24
849979,849979,2023-05-24 00:00:00,NX01,6,999.99,Nexen Inc.,2023-05-24
855789,855789,2023-05-25 00:00:00,CAL1,6,999.99,Calgary Energy Centre No. 2 Inc.,2023-05-25
855788,855788,2023-05-25 00:00:00,CMH1,6,999.99,City of Medicine Hat,2023-05-25
860252,860252,2023-05-25 18:00:00,EC01,2,55.0,ENMAX Cavalier LP,2023-05-25
